region,year,smi,Winterweizen_yield,Winterweizen_sqr,Winterweizen_bodenzahl,Winterweizen_weight,Roggen und Wintermenggetreide_yield,Roggen und Wintermenggetreide_sqr,Roggen und Wintermenggetreide_bodenzahl,Roggen und Wintermenggetreide_weight,Wintergerste_yield,Wintergerste_sqr,Wintergerste_bodenzahl,Wintergerste_weight,Winterraps_yield,Winterraps_sqr,Winterraps_bodenzahl,Winterraps_weight,Kartoffeln_yield,Kartoffeln_sqr,Kartoffeln_bodenzahl,Kartoffeln_weight,Zuckerrüben_yield,Zuckerrüben_sqr,Zuckerrüben_bodenzahl,Zuckerrüben_weight,Silomais/Grünmais (einschl. Lieschkolbenschrot)_yield,Silomais/Grünmais (einschl. Lieschkolbenschrot)_sqr,Silomais/Grünmais (einschl. Lieschkolbenschrot)_bodenzahl,Silomais/Grünmais (einschl. Lieschkolbenschrot)_weight,Hafer_yield,Hafer_sqr,Hafer_bodenzahl,Hafer_weight,OCT_25,OCT_gesamt,NOV_25,NOV_gesamt,DEZ_25,DEZ_gesamt,JAN_25,JAN_gesamt,FEB_25,FEB_gesamt,MAR_25,MAR_gesamt,APR_25,APR_gesamt,MAI_25,MAI_gesamt,JUN_25,JUN_gesamt,JUL_25,JUL_gesamt,AUG_25,AUG_gesamt,SEP_25,SEP_gesamt,Mais_yield,Mais_sqr,Mais_bodenzahl,Mais_weight
1F,2014,0.603772684621314,93.9,66.72564385196978,45.22171086536748,0.021694422072460213,74.7,66.72564385196978,45.22171086536748,0.044265455295109064,74.4,66.72564385196978,45.22171086536748,0.025713738455397966,48.1,67.77141834632056,47.83699193200873,0.013785469141959371,548.7,68.11805277882902,46.06098642857407,0.028688247269343378,907,68.11805277882902,46.06098642857407,0.024439889917181667,579.9,64.99078956423028,40.913792135232164,0.04993721582380891,78.1,66.72564385196978,45.22171086536748,0.030511051884707964,0.5041999205946922,0.36313307285308827,0.34589782357215887,0.3281690426170826,0.0236377684865147,0.1796607166528701,0.008586191479116679,0.09018514994531865,0.7261628985404969,0.4304186075925826,0.6943741619586945,0.46072362661361693,0.7892081260681152,0.5864199757575989,0.7945693790912628,0.6760999172925949,0.625378867983818,0.5914594918489455,0.5378017082810401,0.584032467007637,0.5177009686827659,0.5578920811414718,0.3199661523103714,0.43983476161956786,579.9,64.99078956423028,40.913792135232164,0.04993721582380891
22,2014,0.513562061823905,98.3,70.98738636952223,61.01342362991762,0.0005907543922421552,NA,70.98738636952223,61.01342362991762,0,86.9,70.98738636952223,61.01342362991762,0.0006907589324089922,44,69.55106068618844,64.84749126317338,0.0006953305512160105,NA,78.26304542795867,57.91702086176641,0,810,78.26304542795867,57.91702086176641,0.0009389149457530732,NA,65.04529192417266,60.32878112782478,0.00005084562373750314,NA,70.98738636952223,61.01342362991762,0.00021821056358710717,0.29030780807921763,0.443640588145507,0.10835625231266015,0.34782498918081584,0.01596027769540484,0.1418222153657361,0.009640199377348554,0.05218493869822277,0.1901598172752481,0.16579434589335795,0.1242508927458211,0.09124301373958589,0.919685257108588,0.525756316749673,0.990257087506746,0.8654164797381351,0.8701481630927637,0.8637027175802934,0.7454978823661804,0.8251042460140429,0.7272245193782606,0.8056213542034752,0.5878599395877435,0.7592272287920901,NA,65.04529192417266,60.32878112782478,0.00005084562373750314
24,2014,0.56433263917764,84.5,72.87491897319839,58.830387486089606,0.000995423012158001,67.3,72.87491897319839,58.830387486089606,0.0011706227930264157,80,72.87491897319839,58.830387486089606,0.001302618827407642,45,71.93621008952071,61.420297154369194,0.0016101136263149472,304.2,75,62.5,0.00014081030692780267,680,75,62.5,0.0016968242813653691,390,75.16364849819922,54.41356135703871,0.0007311092237215575,58.6,72.87491897319839,58.830387486089606,0.0014067033187219172,0.2009889412867396,0.21085862266389951,0.29965716757272426,0.18590958494889107,0.02301387150624865,0.06498170938146741,0.010132580113254104,0.01645027797080968,0.4711083675685681,0.20858201541398697,0.4977498368213052,0.20094488953289233,0.8344540627379167,0.5693927297466681,0.8327705358204088,0.7341959570583544,0.6087717131564493,0.5920858885112562,0.5285159427868692,0.6079365579705489,0.41640335321426386,0.5416448712348937,0.2540490517490788,0.4319409790791963,390,75.16364849819922,54.41356135703871,0.0007311092237215575
2D,2014,0.493691829809298,100.5,87.05824366011073,67.0159273374783,0.01634744339217947,NA,87.05824366011073,67.0159273374783,0.0029928641438600172,90.9,87.05824366011073,67.0159273374783,0.005973213562787332,52.1,89.16299122530718,67.16206240040286,0.0053702826865418855,649.5,87.217472988185,70.09539655092229,0.022362094509815803,852,87.217472988185,70.09539655092229,0.03642241998301936,581.4,84.20924340941183,63.864160775251555,0.006242978219361847,58.9,87.05824366011073,67.0159273374783,0.009591658043460956,0.4052232589040483,0.27222044482117613,0.3302839064881916,0.20280913086164556,0.020522665675906916,0.06303540989756584,0.00946529604317177,0.015017982638840173,0.12649791953819134,0.06883364561058226,0.2545449967895236,0.08784306155783787,0.8480130036671958,0.5085357541129705,0.9398343222481864,0.7600168642543611,0.7561032772064209,0.7450710137685139,0.6431551717576527,0.6980762368156797,0.5731162230173746,0.6457719774473281,0.3698782736346836,0.5686540348189217,581.4,84.20924340941183,63.864160775251555,0.006242978219361847
26,2014,0.542530277278274,93.6,85.6055674712398,65.15765587296849,0.06199656521176553,NA,85.6055674712398,65.15765587296849,0.0064890599211788694,85.9,85.6055674712398,65.15765587296849,0.03525003540112776,47.3,77.37762242842065,58.290207261029224,0.04953765885389556,534.2,90.28357172127104,72.52250315427352,0.10314661091824431,903.9,90.28357172127104,72.52250315427352,0.14669450902124936,457.4,83.1376779228443,61.70024081235132,0.01528587240107678,72.5,85.6055674712398,65.15765587296849,0.012273314906663519,0.3401175822530474,0.3541360057535626,0.19452905654907218,0.2571948319673537,0.0204876216926745,0.09776421884695691,0.010130565702205607,0.041413510484354835,0.19479434192180628,0.11139230891352596,0.309212877636864,0.12420330799761273,0.9302606951622736,0.5448265927178519,0.9719022569202241,0.7993518596603757,0.8034417600858779,0.8060493213789803,0.6655478108496892,0.7374963618460155,0.6190632922308785,0.701221145334698,0.4464054959160942,0.6288315937632606,457.4,83.1376779228443,61.70024081235132,0.01528587240107678
27,2014,0.553222675962994,94.2,87.86396163246667,65.1219124309856,0.04353576963869357,77,87.86396163246667,65.1219124309856,0.008056320097218355,91.1,87.86396163246667,65.1219124309856,0.026461353204096323,46.5,84.6462171605696,60.10639244345466,0.03492719815864338,711.5,89.02901810372718,67.1100895426413,0.0628149301458434,897.9,89.02901810372718,67.1100895426413,0.11843201204059237,632.8,84.93750753648513,59.49859588288205,0.007435104713511346,65.1,87.86396163246667,65.1219124309856,0.013561992385960961,0.2841393751533407,0.2736728026678688,0.15617816503110693,0.20767051452084587,0.020281874868822738,0.09260774443024085,0.00938289588023174,0.03235280920604342,0.24958905695300354,0.11165543802474681,0.3949935977396211,0.13729732013062432,0.9219354579323217,0.4889265926260698,0.9509699187780681,0.7010181859919901,0.7569078050161663,0.6431807279586792,0.6389157803435075,0.6075512766838074,0.5909467025807029,0.5855468323356227,0.415021284630424,0.5097725799209193,632.8,84.93750753648513,59.49859588288205,0.007435104713511346
28,2014,0.519273286995788,86.4,70.17601351403201,53.79819753100024,0.03070255177606753,70,70.17601351403201,53.79819753100024,0.011615809073954186,84.9,70.17601351403201,53.79819753100024,0.02307411622912537,40.2,65.9299512850993,50.59015087177027,0.04258639793046728,385.4,86.36211145102511,62.32096999932634,0.012201841425038974,853.6,86.36211145102511,62.32096999932634,0.04795470892500231,490,63.71501549676736,51.737746380413775,0.01140553777992549,40.8,70.17601351403201,53.79819753100024,0.03228692905000178,0.3699962801876523,0.47666559190977187,0.38921432055178135,0.3938497915154411,0.01835453257496867,0.052070340319048836,0.014304501758444882,0.01627209818079357,0.25785375138123817,0.13667330961851853,0.14987175556875418,0.07791925647429057,0.9133550553094774,0.6963117023309072,0.977208449727013,0.9414058185759044,0.8028448422749838,0.9046312797637213,0.6036621502467564,0.8073658517428807,0.538553155603863,0.7380649419057936,0.3615658453532625,0.643023253906341,490,63.71501549676736,51.737746380413775,0.01140553777992549
29,2014,0.621744730820258,96.1,84.71316537078862,66.85627198451208,0.04104227984888004,54.8,84.71316537078862,66.85627198451208,0.003294863123935318,87.9,84.71316537078862,66.85627198451208,0.02174538795534143,48.1,83.72691820982169,63.724351331329345,0.02405714216587714,492.2,85.86201355557753,67.56472911477621,0.07370791237925597,862.3,85.86201355557753,67.56472911477621,0.10533700000557894,642,81.34698090648637,62.48243171216115,0.025697988384418936,52.7,84.71316537078862,66.85627198451208,0.008817628119793482,0.282781171053648,0.27586822062730787,0.17495975494384758,0.21794980317354215,0.014743522321805366,0.10657626055181031,0.007578263222239911,0.03234127396717667,0.4218716904520988,0.16699941456317896,0.565957024693489,0.20761842504143707,0.9541045099496841,0.636485368013382,0.9808651357889175,0.8391664236783981,0.7949202477931977,0.808086770772934,0.5858096897602081,0.7273789703845978,0.481072446703911,0.6695076376199722,0.31237730383872986,0.5934284508228301,642,81.34698090648637,62.48243171216115,0.025697988384418936
2A,2014,0.48765279740716,62.4,78.39488329595481,40.19537067946361,0.0012110651163961107,55.8,78.39488329595481,40.19537067946361,0.000749270922621954,51.3,78.39488329595481,40.19537067946361,0.00072500082929594,NA,71,40,0.0006992493462853485,NA,82.56038676795143,39.60100837672076,0.00011632155789688047,NA,82.56038676795143,39.60100837672076,0,180,78.94486590239046,40.907230943392435,0.009087587484980198,55.8,78.39488329595481,40.19537067946361,0.004338135795590225,0.36835443689709624,0.1490919923498517,0.6014632327216012,0.1624424798148019,0.03783489612951165,0.04734065028883162,0.011875785576800501,0.00795316279289268,0.7346022639955793,0.49983762701352447,0.39085015654563904,0.3160853513649532,0.662338239806039,0.558605737629391,0.68611421755382,0.6312245925267537,0.3724368682929448,0.4685387157258534,0.33368897296133493,0.4740913822537376,0.36517585033462163,0.3841976665315174,0.17362338020688006,0.24245506950787135,180,78.94486590239046,40.907230943392435,0.009087587484980198
2C,2014,0.506471291029205,83.1,76.86724730122113,59.59575160944487,0.02400134217015543,73,76.86724730122113,59.59575160944487,0.013874472104577243,81.3,76.86724730122113,59.59575160944487,0.015904861742991022,42.9,76.23380836795253,59.62898197667086,0.019449320693912968,287.7,80.47511194124976,62.86501526388813,0.008137031306287875,856.6,80.47511194124976,62.86501526388813,0.04240779613478637,518.3,73.82690217179666,53.68544716623741,0.014470003522584806,55.6,76.86724730122113,59.59575160944487,0.04396188039865285,0.19946115424758518,0.36586113352524596,0.11490867953551448,0.2728717468286814,0.01700773217568272,0.09568111716132421,0.011152853405005062,0.032316719819056365,0.2592233564508589,0.1570017580923281,0.14933450010262034,0.08229970598691386,0.8941583758906312,0.4915707613292493,0.967682703545219,0.79808950737903,0.7595066553667972,0.7472099222634969,0.620101627550627,0.7065609693527222,0.6142474036467703,0.6860029650361914,0.4229407059518914,0.6046605910125532,518.3,73.82690217179666,53.68544716623741,0.014470003522584806
33,2014,0.637567021263142,80.9,64.12360904890987,40.59973730257009,0.010270266970359838,67.3,64.12360904890987,40.59973730257009,0.009954513287352331,76.7,64.12360904890987,40.59973730257009,0.008843825918476463,40,63.79079076978917,44.82152736763594,0.0031895584216524667,NA,63.23777243038843,43.36919491234101,0.0015328023571065386,NA,63.23777243038843,43.36919491234101,0.0003601515736020261,512,63.998814328854024,40.097903688084536,0.012287048358662582,NA,64.12360904890987,40.59973730257009,0.00595069813656413,0.2531451515853405,0.1013128455728293,0.2555750481784345,0.09365936871618034,0.04000079268589617,0.046999787352979175,0.011020104493945835,0.027374111115932447,0.37212888896465296,0.11714827977120885,0.8511952042579651,0.38416231572628023,0.8445379048585892,0.46317253857851026,0.9562658041715622,0.7428327858448028,0.7880461186170578,0.5571992307901382,0.6179794892668723,0.5186352819204331,0.5907376468181609,0.5141264542937278,0.4552543878555298,0.41838319301605226,512,63.998814328854024,40.097903688084536,0.012287048358662582
34,2014,0.550624275580049,93.9,61.13197620252292,32.45245177842315,0.02719729737496592,75.4,61.13197620252292,32.45245177842315,0.07199028780924756,73.9,61.13197620252292,32.45245177842315,0.04993481555566572,48,53.65252065796355,41.358687410109134,0.0032416954343140935,487,63.091275297627675,30.657411977567616,0.05877525321688719,665.4,63.091275297627675,30.657411977567616,0.015678474527696235,489.9,61.35112240209968,31.590555183779067,0.14138393449131184,55.8,61.13197620252292,32.45245177842315,0.01240918186134983,0.5330780760238045,0.4077990792299572,0.40499357957589,0.37747380921715185,0.03486124239861966,0.18139283202196424,0.01198391003632232,0.08808185709150211,0.3261242555944543,0.304211006352776,0.5840658765090139,0.4432186374538824,0.7526276833132693,0.6024652280305561,0.8429774045944214,0.7439489333253159,0.6807523212934795,0.6124565569978011,0.4329495147654884,0.4580434058841905,0.4226135580163252,0.464409307429665,0.31260510651688833,0.38824380385248286,489.9,61.35112240209968,31.590555183779067,0.14138393449131184
35,2014,0.581152536906302,87.7,59.31454220671201,39.77737577358061,0.07183606911804054,72.8,59.31454220671201,39.77737577358061,0.054455660401242716,77.7,59.31454220671201,39.77737577358061,0.06047240263619802,41.1,55.086713449395006,39.98114246593086,0.022686756568369083,670.3,58.37568814246726,37.44441154374228,0.004353197360628408,1060,58.37568814246726,37.44441154374228,0.003918895435993131,475.1,58.610161292584145,38.93110253852591,0.05222359098641321,55.8,59.31454220671201,39.77737577358061,0.03383224411037337,0.2830651835316703,0.16793147332611552,0.2877388021775654,0.14067005969229202,0.04222457039923896,0.08437135815620422,0.010738449703369818,0.03883098908478305,0.3669428413822537,0.16075732842797322,0.7181646114303953,0.3387025523753393,0.776186500276838,0.4603073327314287,0.9126280830019996,0.6917182888303485,0.7003813925243559,0.5180109214215053,0.6000846581799644,0.5023284029392969,0.579612367209934,0.49258542628515334,0.41889339969271716,0.39599232446579713,475.1,58.610161292584145,38.93110253852591,0.05222359098641321
36,2014,0.55653561030825,98.5,65.2498241944255,35.248746129527014,0.010318547275762363,67.2,65.2498241944255,35.248746129527014,0.07815142867820894,76.8,65.2498241944255,35.248746129527014,0.0190623926596787,37,66.08567319292123,39.83830886034547,0.006261723373619113,433.8,65.4290112619924,35.539744847023954,0.011327979749093435,NA,65.4290112619924,35.539744847023954,0.0006014923871230625,473.6,63.82747076071711,32.72984726144285,0.025960606031023143,55.8,65.2498241944255,35.248746129527014,0.00917582281851194,0.31243382891019184,0.18773547098750157,0.2833833807990666,0.16094610662687392,0.028130432989980494,0.07351708021901901,0.009140035558846736,0.029018998678241457,0.4822557071844737,0.22931029966899327,0.6321263483592443,0.2955232134887149,0.7995738585789999,0.5030617983568282,0.7558566871143523,0.5699677438963027,0.639212619690668,0.49336712275232597,0.6628597776095072,0.5343840164797646,0.5740237491471427,0.4799221087069738,0.39287211639540537,0.38302566891624823,473.6,63.82747076071711,32.72984726144285,0.025960606031023143
37,2014,0.690208452132841,88.2,60.47147775533794,31.892817328068315,0.034819555243464514,64.7,60.47147775533794,31.892817328068315,0.16043982142878674,70,60.47147775533794,31.892817328068315,0.07850118937088717,41.2,61.139566055404856,40.52046340648674,0.011361438817982362,346.7,59.08768379756638,28.18477394290955,0.00781287760201014,499,59.08768379756638,28.18477394290955,0.0029212983061304904,376.9,60.4370949514502,31.334628850366958,0.12719566656985654,41.2,60.47147775533794,31.892817328068315,0.02444507269568272,0.44007165133953097,0.17703077457845223,0.343701533973217,0.17174717858433725,0.04853947469964624,0.09739382416009904,0.02619233517907559,0.05261915260925889,0.6500637218356133,0.3089677441865207,0.9026115357875824,0.591508974134922,0.8742461591959,0.6448558032512665,0.9019205331802368,0.7308286696672439,0.7378749758005142,0.6067129239439965,0.5390702471137047,0.5308495134115219,0.4805362507700921,0.48358543664217,0.38353082984685904,0.41371761858463285,376.9,60.4370949514502,31.334628850366958,0.12719566656985654
38,2014,0.563278870579476,88,58.81840953108631,37.76861433585217,0.07197674087911698,75.5,58.81840953108631,37.76861433585217,0.09557875904339261,77.4,58.81840953108631,37.76861433585217,0.09136936555828735,40.3,57.60121171968687,42.30509315999191,0.043175921014811165,250.2,61.29034620366734,35.51467594572072,0.014748349103872897,690,61.29034620366734,35.51467594572072,0.00331967595036727,475.5,59.09278736250346,36.81260077822544,0.06140870037772194,61.8,58.81840953108631,37.76861433585217,0.04124865848537165,0.19534755647182464,0.10591186881065369,0.24959732964634904,0.0986210284754634,0.03155715735629201,0.04311575777828694,0.007931007607840003,0.024240825697779654,0.45514732599258423,0.10314139369875189,0.7168147593736648,0.2111877262592315,0.7239600241184234,0.29280257672071464,0.8477306693792344,0.5086329236626626,0.6466985434293746,0.3897382318973541,0.6719129115343093,0.4520514279603958,0.6403221309185028,0.4343562424182892,0.4707492262125016,0.3402071051299571,475.5,59.09278736250346,36.81260077822544,0.06140870037772194
41,2014,0.506600862989823,87.4,67.52968715381363,49.501788162408324,0.004665731286933318,NA,67.52968715381363,49.501788162408324,0.010736334998245875,85.9,67.52968715381363,49.501788162408324,0.004887888106041446,42,69.82888903648362,58.50477040143175,0.006366338163731005,505.3,71.64983111374578,57.823222562388196,0.0012051042286269611,865,71.64983111374578,57.823222562388196,0.00523097948210493,515,65.17688768560723,43.661786526200004,0.004888806722360927,59.5,67.52968715381363,49.501788162408324,0.009665767291471672,0.1986277542616191,0.16962335062654396,0.2254254582681154,0.14833625327599673,0.03572893515229226,0.05394597900541205,0.01696650458401755,0.031195309895433877,0.6806664623712239,0.3874434428779702,0.7165764915315729,0.48764037929083165,0.6739551268125836,0.5257047916713514,0.6169847344097338,0.5417453866255911,0.40763435708849044,0.40681179416807073,0.44566204673365545,0.45037150226141276,0.3816601853621634,0.3619234091357181,0.2533910870552063,0.3152434763155485,515,65.17688768560723,43.661786526200004,0.004888806722360927
42,2014,0.470703482627869,87.8,62.03291002265355,32.72910402286113,0.016060627853916976,74.3,62.03291002265355,32.72910402286113,0.11962896923709392,74,62.03291002265355,32.72910402286113,0.03722215464996042,41.5,64.38046682407271,44.472317512290445,0.011001080053997586,426.4,64.52977068655119,38.222828433757776,0.02527367788143966,821.3,64.52977068655119,38.222828433757776,0.006576537168448242,398.4,61.11241636082805,30.551889861615177,0.04653915194380784,47.1,62.03291002265355,32.72910402286113,0.020356712513758243,0.17078307271003718,0.13962922394275665,0.17955124378204348,0.12432160936295986,0.03723631752654911,0.05577632002532482,0.012590940343216062,0.028147123008966442,0.5122267544269562,0.22211866974830627,0.6990522444248198,0.37206335812807084,0.6263147443532943,0.35607853159308434,0.561560469865799,0.37754684388637544,0.4475182697176933,0.3171703055500984,0.5762039005756379,0.4057631790637971,0.5102907285094261,0.3072179466485977,0.382775704562664,0.2751254677772522,398.4,61.11241636082805,30.551889861615177,0.04653915194380784
43,2014,0.575164418977996,87.7,70.4720098369655,56.006035243914106,0.021372838758372,72.1,70.4720098369655,56.006035243914106,0.005779573295333302,80.1,70.4720098369655,56.006035243914106,0.02459923604901299,43.1,69.57250271766041,56.84609292130573,0.027920733339455737,346.7,72.02379910225397,57.01824247930619,0.016624960608558306,979.6,72.02379910225397,57.01824247930619,0.01344834490412385,570.5,70.51998205689704,55.20525256504913,0.012674593702789833,48.4,70.4720098369655,56.006035243914106,0.02768254891896565,0.1982714384794235,0.1273888514230127,0.18714616643755053,0.1104026444648441,0.03559361231562339,0.043180330215316066,0.028127808515962808,0.03081912027769967,0.7002594784686441,0.2685831659718564,0.6742763707512304,0.3298548279624236,0.7993779747109665,0.5305641669976083,0.7680339154444242,0.6028041651374416,0.3871105407413684,0.41759199845163436,0.3649418322663558,0.4315955701627228,0.339185473166014,0.35361308173129435,0.24615596626934258,0.32511846015327855,570.5,70.51998205689704,55.20525256504913,0.012674593702789833
44,2014,0.441263056049744,93.2,59.463702146823714,55.21662105708166,0.07206596824384316,72.1,59.463702146823714,55.21662105708166,0.013149312876971282,85.1,59.463702146823714,55.21662105708166,0.06596537359514591,46.2,56.57577842497242,52.938862552046366,0.11073543686301475,418.5,68.39298255315717,62.73402240334685,0.004901938671150257,900.6,68.39298255315717,62.73402240334685,0.043261993842916464,570.4,58.492540186431825,53.99614219238657,0.03334425497331213,56.3,59.463702146823714,55.21662105708166,0.0683163751245447,0.20160071787081257,0.18293096595688857,0.17744345178729623,0.13116099842284856,0.03200663900689074,0.06479033710140931,0.021895188642175573,0.03625858281003802,0.5667540289853749,0.2237394428566883,0.5086406641884853,0.23038380553847856,0.5822160996888813,0.3254751084666503,0.5539803897079669,0.3769014916921918,0.36722149503858476,0.3158556669950486,0.47886189818382263,0.35329035081361465,0.36834428028056504,0.27558858771073186,0.15688714306605495,0.18026445649172132,570.4,58.492540186431825,53.99614219238657,0.03334425497331213
45,2014,0.435073906710992,90.6,55.359024660331336,55.76750592602606,0.05357174498052335,86.8,55.359024660331336,55.76750592602606,0.04860435481323684,82,55.359024660331336,55.76750592602606,0.053709057302744376,43.1,52.25803407272047,54.65907610184094,0.10507686716528504,477.7,63.25364274224672,59.12050452083444,0.014640405275907648,928.3,63.25364274224672,59.12050452083444,0.04531566365934248,512.7,56.41752024446966,53.91407740581315,0.023583827349413555,53.1,55.359024660331336,55.76750592602606,0.05755406544121077,0.2393907845020294,0.20186455845832824,0.23502650633454336,0.15713810324668892,0.040327021852135665,0.07439236268401146,0.013888145145028823,0.034686129819601785,0.519135543704033,0.28288180008530617,0.5643468171358109,0.3275567248463631,0.5757125616073607,0.4298473909497261,0.4959915280342101,0.42729407250881196,0.40837097764015207,0.37602943480014805,0.47496241629123687,0.39688033163547515,0.33614167869091033,0.27926508039236075,0.1473148323595523,0.21193350926041607,512.7,56.41752024446966,53.91407740581315,0.023583827349413555
46,2014,0.537618397424618,91.3,62.31861737654401,41.673251857417185,0.04336088847078219,67,62.31861737654401,41.673251857417185,0.05463047019010866,79.3,62.31861737654401,41.673251857417185,0.06275940466182023,43.8,66.23094611129497,47.09778617209134,0.07985618362860317,506,65.48246032330023,46.9644498800529,0.021489521715398203,689.9,65.48246032330023,46.9644498800529,0.011407899241863374,492.8,59.59480451072286,37.0300585018757,0.04533955114296893,52.8,62.31861737654401,41.673251857417185,0.04913717621806783,0.23065868176911994,0.13078769943431798,0.17560573667287835,0.09729507055721787,0.030274700520462113,0.045851767749378554,0.034243145957589156,0.03315076604485512,0.645873690906324,0.209942076159151,0.7242205268458316,0.3048452836902518,0.7051263577059695,0.36472446196957636,0.6625452543559827,0.3733240656162563,0.41548037058428705,0.28154580608794566,0.3442199104710629,0.2510020528969012,0.3152897718705628,0.1876595926127936,0.24198816089253672,0.16661313450650153,492.8,59.59480451072286,37.0300585018757,0.04533955114296893
47,2014,0.431137319188565,86.2,54.94585642421916,42.26099629397003,0.04026141942757798,80.2,54.94585642421916,42.26099629397003,0.05445807157074432,79.5,54.94585642421916,42.26099629397003,0.0489536425352843,39.9,51.398330274962156,44.88850413355019,0.07704163685684691,360.9,69.32032848552551,46.26430909972028,0.007484535032766592,679.1,69.32032848552551,46.26430909972028,0.002540483991644814,483,58.485718770060515,38.87966630312417,0.036568020055141044,63.2,54.94585642421916,42.26099629397003,0.06474677967869523,0.2229278966784479,0.1769334208220244,0.12880059704184532,0.1162675712257624,0.01444272100925445,0.028147747740149498,0.009626226499676701,0.012088835448957983,0.5709422826766967,0.3711511731147765,0.4859691843390464,0.3528358731418847,0.6297751665115356,0.49776689931750295,0.45659964978694917,0.4284189887344838,0.41298877745866774,0.36364242583513257,0.5297711834311485,0.44507809430360784,0.4030506357550621,0.3353680737316609,0.22370804771780964,0.21266584470868116,483,58.485718770060515,38.87966630312417,0.036568020055141044
51,2014,0.581743558558325,80.2,82.33367758404565,62.66848847390367,0.0017680940215953303,77,82.33367758404565,62.66848847390367,0.002652286451759129,75.4,82.33367758404565,62.66848847390367,0.0019454391041749072,40.7,87.39373649093132,63.87342443144441,0.00448923532551812,NA,82.46067415730337,69.50121002592913,0.0003138426520541872,NA,82.46067415730337,69.50121002592913,0,NA,81.34000971232071,64.18763964903458,0.0002452284432859776,65.1,82.33367758404565,62.66848847390367,0.015436681881935732,0.3071289297781494,0.26235963168897125,0.24623614549636827,0.21759617328643807,0.01471860971497862,0.07440628405464322,0.007680456521675773,0.026716116717771476,0.6251128849230314,0.37980177371125473,0.6542549635234631,0.3827022533667714,0.8480110733132613,0.6900426149368286,0.6962725802471763,0.6786488796535292,0.6060138282022978,0.5940596680892142,0.6306046780787016,0.6566903653897738,0.5415795131733543,0.6060576376162077,0.3619745750176278,0.4791013284733421,NA,81.34000971232071,64.18763964903458,0.0002452284432859776
52,2014,0.558909341848145,91.1,86.17741018101981,61.895179300507436,0.005524465570149087,73.1,86.17741018101981,61.895179300507436,0.003721037333342978,78.5,86.17741018101981,61.895179300507436,0.004540261515353745,41.5,88.21975205672217,62.48989163352221,0.007449288662022836,NA,88.50286070963782,62.58320244452693,0.0023476977031486736,810,88.50286070963782,62.58320244452693,0.0006459172800229109,NA,84.14330433584597,61.207313594610625,0.0024683008043370896,53.9,86.17741018101981,61.895179300507436,0.02548809174175946,0.30688660556361796,0.24352556750887921,0.24277201720646457,0.20262322042669573,0.025262104081256054,0.08319918367834318,0.008682186515735728,0.03318871699628375,0.5540108510426113,0.31304698189099617,0.6298485369909377,0.33536945992992045,0.8007967216627938,0.5726841517857144,0.6826758469854083,0.6088566751707167,0.629398797239576,0.5446713311331612,0.6767606025650388,0.6287164092063905,0.6094510044370379,0.5801078790710086,0.4520769743692307,0.47740321925708223,NA,84.14330433584597,61.207313594610625,0.0024683008043370896
54,2014,0.496420825986813,87.3,76.42081230192416,43.65933170543465,0.011315980416287163,63.5,76.42081230192416,43.65933170543465,0.009832146435146173,75.4,76.42081230192416,43.65933170543465,0.01196297737573669,38.3,84.58918096302942,42.88691007688139,0.013025734045690763,NA,87.58694586883276,50.62078185562477,0.0005245747818729125,770,87.58694586883276,50.62078185562477,0.0024832481993971025,565,79.86990888208892,43.31464090183697,0.006588169158915757,53.9,76.42081230192416,43.65933170543465,0.008644706541101811,0.22479340292158584,0.14549814519428073,0.17491180130413597,0.1328155614790463,0.024576315124120025,0.05246467870615777,0.008389523563285674,0.025736057155189056,0.4878204280421847,0.1252052883307139,0.5637284020582836,0.16677307373001463,0.7540110094206673,0.276222254548754,0.7781991390954881,0.46183660058748155,0.6096272837548029,0.38132132518859135,0.6887241346495492,0.4606167972087859,0.656464037441072,0.44819056278183345,0.4838142210528965,0.3578218477112906,565,79.86990888208892,43.31464090183697,0.006588169158915757
55,2014,0.575126264399538,76.8,76.92875279443498,61.916706099037455,0.0004292368555100373,NA,76.92875279443498,61.916706099037455,0.0019566640505477577,64.2,76.92875279443498,61.916706099037455,0.00046533311123658544,33,0,0,0.00040602124566227715,NA,69,50,0.000036733123546383304,NA,69,50,0,NA,72.62607916555702,61.774245179359745,0.00010087771749520622,NA,76.92875279443498,61.916706099037455,0.004502823013391815,0.27537588207494645,0.23160563622202185,0.2057901741493316,0.18948955053374889,0.01321182750342857,0.06431909757001059,0.007680970310632672,0.02295317039603279,0.5685410627296993,0.3219033678372701,0.6523006700334095,0.3442190332072121,0.8456898303258986,0.6400893415723529,0.7214288342566717,0.6519261002540587,0.6246497489157177,0.5701433633055005,0.6639402849333627,0.6341496819541568,0.5644042122931708,0.5767358115741185,0.38211748003959656,0.4593013794649215,NA,72.62607916555702,61.774245179359745,0.00010087771749520622
